movie_key,tmdb_id,imdb_id,wikidata_qid,original_title,runtime_minutes,original_language,overview,poster_path,homepage,tagline,status,tmdb_popularity,tmdb_vote_average,tmdb_vote_count
mov_tmdb_339964,339964,tt2239822,Q20926273,Valerian and the City of a Thousand Planets,137,en,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",/vlc95gl3PtrjxSEuM8RhTtSm2xU.jpg,,A universe without boundaries needs heroes without limits.,Released,7.2392,6.644,8057
mov_tmdb_274855,274855,tt1981128,Q18342910,Geostorm,109,en,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",/nrsx0jEaBgXq4PWo7SooSnYJTv.jpg,https://www.warnerbros.com/geostorm,Some things were never meant to be controlled.,Released,6.8368,6.123,5216
mov_tmdb_378236,378236,tt4877122,Q23999306,The Emoji Movie,86,en,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",/60bTx5z9zL1AqCjZ0gmWoRMJ6Bb.jpg,https://www.sonypictures.com/movies/theemojimovie,An adventure beyond words.,Released,14.5031,5.379,3339
mov_tmdb_381289,381289,tt1753383,Q21527614,A Dog's Purpose,100,en,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,/3jcNvhtVQe5Neoffdic39fRactM.jpg,https://www.uphe.com/movies/a-dogs-purpose,Every dog happens for a reason.,Released,5.8964,7.642,3548
mov_tmdb_137116,137116,tt2398241,Q15985075,Smurfs: The Lost Village,89,en,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",/swt9crREg1UcKgg3wGWfoFNlXOz.jpg,,They were never alone.,Released,5.0814,6.362,1568
mov_tmdb_399055,399055,tt5580390,Q26698156,The Shape of Water,123,en,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg,https://www.searchlightpictures.com/theshapeofwater,A fairy tale for troubled times.,Released,8.3964,7.236,12908
mov_tmdb_353616,353616,tt4765284,Q22100117,Pitch Perfect 3,93,en,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",/v4tbRRX0OSOHcgz2869rEjcBwOJ.jpg,http://www.pitchperfectmovie.com/,Last call pitches.,Released,4.6986,6.506,3469
mov_tmdb_419680,419680,tt5657846,Q28975643,Daddy's Home 2,100,en,"Father and stepfather Dusty and Brad join forces to make Christmastime perfect for the children. Their newfound partnership soon gets put to the test when Dusty's old-school, macho dad and Brad's gentle father arrive to turn the holiday upside down. After a sudden change in plans, the four men decide to take the kids to a luxury resort for a fun-filled getaway that turns into a hilarious and chaotic adventure.",/rF2IoKL0IFmumEXQFUuB8LajTYP.jpg,http://www.daddyshomemovie.com/,More Daddies. More Problems.,Released,4.4874,6.312,2750
mov_tmdb_446354,446354,tt6294822,Q30203425,The Post,116,en,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.,/h4XG3g6uMMPIBPjAoQhC2QIMdkl.jpg,https://www.foxmovies.com/movies/the-post,Truth be told,Released,8.4246,7.006,4938
mov_tmdb_339846,339846,tt1469304,Q23016495,Baywatch,116,en,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,,"Don't worry, summer is coming.",Released,9.6072,6.082,8530
mov_tmdb_390043,390043,tt1959563,Q23796644,The Hitman's Bodyguard,118,en,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,http://thehitmansbodyguard.movie,Everyone's out to get them... If they don't kill each other first.,Released,6.3203,6.895,6705
mov_tmdb_324552,324552,tt4425200,Q21451640,John Wick: Chapter 2,122,en,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,https://johnwick.movie/film/john-wick-chapter-2,Never stab the devil in the back!,Released,13.4517,7.342,14359
mov_tmdb_315837,315837,tt1219827,Q22575835,Ghost in the Shell,107,en,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",/zCtL3UBgCoZzd7XTVGhvl6XY75E.jpg,http://www.ghostintheshellmovie.com/,There's nothing sadder than a puppet without a ghost.,Released,9.4962,6.108,8608
mov_tmdb_359940,359940,tt5027774,Q24053277,"Three Billboards Outside Ebbing, Missouri",115,en,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",/bRYLt8fV82tdVoDppSFTZIcJiLN.jpg,https://www.searchlightpictures.com/threebillboardsoutsideebbingmissouri,,Released,5.8153,8.054,10968
mov_tmdb_399404,399404,tt4555426,Q27958298,Darkest Hour,125,en,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler or fight on knowing that it could mean the end of the British Empire.",/xa6G3aKlysQeVg9wOb0dRcIGlWu.jpg,http://www.focusfeatures.com/darkesthour/,Never give up. Never give in.,Released,5.6254,7.356,5544
mov_tmdb_274857,274857,tt1972591,Q19569225,King Arthur: Legend of the Sword,126,en,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg,http://kingarthurmovie.com,From nothing comes a King,Released,8.7877,6.558,6087
mov_tmdb_379149,379149,tt1615160,Q22252048,The Foreigner,114,en,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,/rwM4hzrmc5HiWfQD9ls9DL4QgGl.jpg,,Never push a good man too far.,Released,5.6039,6.977,2955
mov_tmdb_305470,305470,tt3717490,Q21648810,Power Rangers,124,en,"Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",/bKYKyyIv5YnisxjZtDreWtYA386.jpg,https://www.lionsgate.com/movies/power-rangers,Together we are more.,Released,5.6217,6.247,4655
mov_tmdb_417870,417870,tt3564472,Q25631071,Girls Trip,122,en,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",/fM1h8CwtdileV3zlemXx7UWJjOP.jpg,https://www.uphe.com/movies/girls-trip,Forgive us in advance for this wild weekend,Released,3.1142,6.8,1584
mov_tmdb_337170,337170,tt3532216,Q18811617,American Made,115,en,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",/23ILgoPSO5ShKcTZOuiTVfqFAUB.jpg,http://www.americanmademovie.net/,It's not a felony if you're doing it for the good guys.,Released,6.4714,6.9,5016
mov_tmdb_431530,431530,tt6359956,Q29832507,A Bad Moms Christmas,104,en,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.",/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg,http://badmomsxmas.com/,Celebrate the holidays like a mother.,Released,3.6419,6.322,2216
mov_tmdb_397567,397567,tt7160070,Q26252639,신과함께-죄와 벌,139,ko,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",/gJSvIsI6oQfFim0PGyuuiCYfqKs.jpg,,Fate continues even after death.,Released,5.4046,8.04,1199
mov_tmdb_440021,440021,tt5308322,Q29514884,Happy Death Day,97,en,"Caught in a bizarre and terrifying time warp, college student Tree finds herself repeatedly reliving the day of her murder, ultimately realizing that she must identify the killer and the reason for her death before her chances of survival run out.",/cTaEIUYTt52ooq9quVbAQ7NpGwo.jpg,https://www.happydeathday.com,Get up. Live your day. Get killed. Again.,Released,5.0467,6.661,6603
mov_tmdb_268531,268531,tt2091256,Q20979182,Captain Underpants: The First Epic Movie,89,en,"Based on the bestselling book series, this outrageous comedy tells the story of George and Harold,  two overly imaginative pranksters who hypnotize their principal into thinking he’s an enthusiastic, yet dimwitted, superhero named Captain Underpants.",/vKSmaPct5OEeMoD8ue30RisHlKD.jpg,https://www.dreamworks.com/movies/captain-underpants-the-first-epic-movie,50% hero. 100% cotton.,Released,4.936,6.296,1366
mov_tmdb_274862,274862,tt3014284,Q22131901,The Lego Ninjago Movie,101,en,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.",/vUo0pNXGhp2ffTJxiStWt6fHL7F.jpg,https://www.warnerbros.com/movies/lego-ninjago-movie/,Find the ninja within ya.,Released,6.4425,6.494,1179
mov_tmdb_353491,353491,tt1648190,Q21647114,The Dark Tower,95,en,A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,/i9GUSgddIqrroubiLsvvMRYyRy0.jpg,http://thedarktower-movie.com,There are other worlds than these.,Released,5.2021,5.792,5554
mov_tmdb_298250,298250,tt3348730,Q15712110,Jigsaw,91,en,"Law enforcement finds itself chasing the ghost of a man dead for over a decade, embroiled in a diabolical new game that's only just begun.",/7RwHxhdUNS996JPFNB9a7CJtlwR.jpg,https://www.lionsgate.com/movies/jigsaw,The game continues.,Released,5.2325,6.216,3990
mov_tmdb_395992,395992,tt5442430,Q26465665,Life,104,en,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",/wztfli5NgYDgurVgShNflvnyA3Z.jpg,https://sonypictures.com/movies/life,Be careful what you search for.,Released,6.8526,6.457,7972
mov_tmdb_341013,341013,tt2406566,Q21528112,Atomic Blonde,115,en,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,/kV9R5h0Yct1kR8Hf8sJ1nX0Vz4x.jpg,http://www.atomicblonde.com/,Talents can be overrated.,Released,7.1747,6.437,6672
mov_tmdb_345938,345938,tt2872518,Q20649898,The Shack,132,en,"A grieving man receives a mysterious, personal invitation to meet with God at a place called 'The Shack'.",/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,https://lionsgate.com/movies/the-shack,You're never as alone as you think.,Released,6.1336,7.5,2261
mov_tmdb_496230,496230,tt5701718,Q47036864,Heartthrob,86,en,"Sam Maddox, a troubled girl whose father committed suicide, has earned a reputation at her high school for being a bit promiscuous. When Sam begins seeing brilliant, MIT-bound Henry Sinclair, the two opposites really attract. Although Sam doesn't realize it, Henry is in the grip of an insane romantic obsession, and he will kill anyone who tries to put an end to his star-crossed - and increasingly deadly - romance.",/xR46YGW8yuFwWa2N2ev5WUwzmza.jpg,,,Released,1.5553,5.2,78
mov_tmdb_449927,449927,tt6015328,Q19572469,追龍,128,cn,"An illegal immigrant from Mainland China sneaks into the corrupt British-colonized Hong Kong in 1963, transforming himself into a ruthless drug lord.",/Lc0XGNZmsFe3uA1UMqhlBiJSY4.jpg,,,Released,1.9364,6.993,139
mov_tmdb_441909,441909,tt5956100,Q28753302,टाइगर ज़िंदा है,160,hi,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a renowned Indian secret agent is drawn out of hiding to rescue them.",/mdzNLFfCfuBoJz43l0SmMWWdu5t.jpg,https://www.yashrajfilms.com/movies/tiger-zinda-hai,There will be peace.,Released,1.4678,6.24,179
mov_tmdb_353070,353070,tt2568862,Q20762674,Going in Style,96,en,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",/4nfWsdsJfO5srRZgxiWC9xHub0W.jpg,,You're never too old to get even.,Released,3.6054,6.691,3064
mov_tmdb_14564,14564,tt0498381,Q19866947,Rings,102,en,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",/yp4CDOVpVmNwiPoZKQeFCpW8CFo.jpg,http://www.ringsmovie.com/,First you watch it. Then you die.,Released,3.532,5.021,2629
mov_tmdb_437068,437068,tt6878038,Q28698824,택시운전사,138,ko,"May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.",/iXVaWbxmyPk4KZGZk5GGDGFieMX.jpg,,"Based on true events, an untold story of a taxi driver.",Released,4.1139,8.043,1183
mov_tmdb_391713,391713,tt4925292,Q27480769,Lady Bird,94,en,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg,http://ladybird.movie,Fly away home.,Released,10.3092,7.25,9057
mov_tmdb_335777,335777,tt3486626,Q22000483,The Nut Job 2: Nutty by Nature,91,en,"When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park.",/xOfdQHNF9TlrdujyAjiKfUhxSXy.jpg,,Get ready. Get set. Get nuts!,Released,2.8895,6.149,474
mov_tmdb_415842,415842,tt1961175,Q26882523,American Assassin,112,en,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",/w6vjeHx3UEaBXIyc8VFqyZYKznD.jpg,http://american-assassin.com,Assassins aren't born. They're made.,Released,6.1665,6.411,3280
mov_tmdb_423899,423899,tt5816682,Q27701609,Victoria & Abdul,112,en,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,/uIzQ8zZ0rqjqqJUIpeeovtTryAa.jpg,http://www.focusfeatures.com/victoriaandabdul/,History's most unlikely friendship.,Released,1.9566,6.891,1206
mov_tmdb_290512,290512,tt2226597,Q27964596,The Mountain Between Us,109,en,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg,http://MountainBetweenUs.com,What if your life depended on a stranger?,Released,3.474,6.651,2553
mov_tmdb_403119,403119,tt2932536,Q23709802,47 Meters Down,89,en,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",/2IgdRUTdHyoI3nFORcnnYEKOGIH.jpg,,No way out. No way up. No chance in hell.,Released,3.3421,5.803,2872
mov_tmdb_417678,417678,tt5001718,Q27964442,"Everything, Everything",96,en,"A teenager who's lived a sheltered life because she's allergic to everything, falls for the boy who moves in next door.",/gukkmf3W5Cev7winxBa8FHvKLql.jpg,http://everythingeverythingmovie.com,Risk everything... for love.,Released,2.1843,7.239,3756
mov_tmdb_335360,335360,tt4131800,Q20814663,My Little Pony: The Movie,99,en,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",/AiJRCzcZSVs9xPHoEKZRp80TyTA.jpg,http://www.mylittlepony.movie/,Discover a different breed of hero.,Released,9.0622,7.275,423
mov_tmdb_462677,462677,tt5912470,Q25893643,映画ドラえもん のび太の南極カチコチ大冒険,101,ja,"Doraemon and Nobita discover a mysterious golden ring far beneath the ice in Antarctica, leading them to uncover an ancient, ruined city.",/hcydn0Lr3DAixZFOaUmjoqoIFU6.jpg,http://doraeiga.com/2017/,,Released,2.3412,6.5,108
mov_tmdb_373569,373569,tt2334871,Q24806681,Snatched,90,en,"When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape.",/gsleO1KultziWltEAngAEZkxQhf.jpg,,"Mess with me, mess with my mother.",Released,3.2454,5.336,832
mov_tmdb_396371,396371,tt4209788,Q27888445,Molly's Game,141,en,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",/zrGQwKNmAz5awZI2V1k5M4eTTTN.jpg,http://mollysgame.movie/,Deal with her.,Released,5.1543,7.154,4040
mov_tmdb_446791,446791,tt5294550,Q30321629,All the Money in the World,132,en,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,/q6nE9Hf0ezszjI4DbCxwzQ73MMy.jpg,https://www.allthemoney-movie.com/,J. Paul Getty had a fortune. Everyone else paid the price.,Released,2.6941,6.491,2427
mov_tmdb_416477,416477,tt5462602,Q24901880,The Big Sick,120,en,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",/9fJTT8pBxxQsFILJHTtHhdYFr77.jpg,http://thebigsickmovie.com,An awkward true story.,Released,2.5673,7.323,2648
mov_tmdb_434119,434119,tt5606538,Q24856047,공조,125,ko,"When a crime organization from North Korea crosses borders and enters South Korean soil, a South Korean detective must cooperate with a North Korean detective to investigate their whereabouts.",/gw1iBP09ZaxUgHlvmPpC4Y7dgq6.jpg,,"Joint mission, hidden intentions.",Released,1.6211,6.8,147
mov_tmdb_299536,299536,tt4154756,Q23780914,Avengers: Infinity War,149,en,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,https://www.marvel.com/movies/avengers-infinity-war,Destiny arrives all the same.,Released,44.454,8.239,32234
mov_tmdb_284054,284054,tt1825683,Q23780734,Black Panther,135,en,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,https://www.marvel.com/movies/black-panther,Long live the king.,Released,16.2826,7.364,23591
mov_tmdb_351286,351286,tt4881806,Q21877685,Jurassic World: Fallen Kingdom,129,en,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",/x2Us3jR6ToMJjbcPbLimYoxf6xr.jpg,https://www.uphe.com/movies/jurassic-world-fallen-kingdom,The park is gone.,Released,10.6168,6.53,12826
mov_tmdb_260513,260513,tt3606756,Q24832112,Incredibles 2,118,en,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,https://movies.disney.com/incredibles-2,"It's been too long, dahlings.",Released,12.3777,7.454,13751
mov_tmdb_297802,297802,tt1477834,Q22998395,Aquaman,143,en,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",/ufl63EFcc5XpByEV2Ecdw6WJZAI.jpg,https://www.warnerbros.com/movies/aquaman,Home is calling.,Released,12.5734,6.868,14981
mov_tmdb_424694,424694,tt1727824,Q27894574,Bohemian Rhapsody,135,en,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,https://www.20thcenturystudios.com/movies/bohemian-rhapsody,Fearless lives forever.,Released,8.4312,7.957,17834
mov_tmdb_335983,335983,tt1270797,Q23006268,Venom,112,en,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,https://www.sonypictures.com/movies/venom,The world has enough Superheroes.,Released,11.9194,6.825,17318
mov_tmdb_353081,353081,tt4912910,Q29261993,Mission: Impossible - Fallout,147,en,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,,Some missions are not a choice.,Released,9.9687,7.451,9188
mov_tmdb_383498,383498,tt5463162,Q25431158,Deadpool 2,120,en,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,https://www.20thcenturystudios.com/movies/deadpool-2,Prepare for the Second Coming.,Released,13.9398,7.49,19328
mov_tmdb_338952,338952,tt4123430,Q18199331,Fantastic Beasts: The Crimes of Grindelwald,134,en,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,http://www.fantasticbeasts.com,Fate of one. Future of all.,Released,7.0405,6.834,11521
mov_tmdb_363088,363088,tt5095030,Q22957393,Ant-Man and the Wasp,119,en,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",/cFQEO687n1K6umXbInzocxcnAQz.jpg,https://www.marvel.com/movies/ant-man-and-the-wasp,Real heroes. Not actual size.,Released,9.2085,6.902,14255
mov_tmdb_333339,333339,tt1677720,Q22000542,Ready Player One,140,en,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,http://readyplayeronemovie.com,A better reality awaits.,Released,15.4761,7.588,17041
mov_tmdb_460555,460555,tt6878882,Q30590974,红海行动,138,zh,"A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",/6ctXBO0o5fKQvGdSJsPc8TAYCvp.jpg,,,Released,7.4582,7.391,437
mov_tmdb_360920,360920,tt2709692,Q15632949,The Grinch,85,en,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration. But a certain little who might change things.,/smxA8yvZ0LzDPer9BIRd4pyOpx1.jpg,https://www.grinchmovie.com,It was the heist before Christmas.,Released,9.689,6.866,4460
mov_tmdb_505513,505513,tt7752454,Q50143448,唐人街探案2,121,zh,"Driven by the desire for the huge reward, Tang Ren tricked Qin Feng to New York, to attend the World Detective Contest. Later on, behind the crazy competition, Qin and Tang discovered the real hidden facts of this contest.",/p88dG7zfvne14Fn2UHFa2lqijyE.jpg,,,Released,3.3836,6.227,150
mov_tmdb_345940,345940,tt4779682,Q27957869,The Meg,113,en,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,https://www.warnerbros.com/movies/meg,Pleased to eat you.,Released,11.1275,6.249,8234
mov_tmdb_404368,404368,tt5848272,Q25167044,Ralph Breaks the Internet,112,en,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",/iVCrhBcpDaHGvv7CLYbK6PuXZo1.jpg,https://movies.disney.com/ralph-breaks-the-internet-wreck-it-ralph-2,Who broke the internet?,Released,9.144,7.159,8147
mov_tmdb_400155,400155,tt5220122,Q28840385,Hotel Transylvania 3: Summer Vacation,97,en,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",/lzE5BwGQea1nek7TPXUuC5AZ6rq.jpg,http://www.hotelt3.com,He's going to need a vacation after this vacation.,Released,9.6229,6.851,4718
mov_tmdb_424783,424783,tt4701182,Q34220038,Bumblebee,114,en,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",/fw02ONlDhrYjTSZV8XO6hhU3ds3.jpg,https://www.paramountmovies.com/movies/bumblebee,Every hero has a beginning.,Released,8.5155,6.719,6674
